,comment
11095,장모님이 왜 그럴까 순옥킴이 집필한다면 불가능은 없어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그땐 검블유에 나온 내용보다 더 심할듯...
11096,여진구보다 어림 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어린애한테 무정자증 연기를 시키다뇻!!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11097,They should make a drama for this....
11098,미역채찍 잘 휘두르시는 장모
11099,2:32 기계처럼 그릇미는게 킬포 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11100,"아니 ㅋㅋㅋㅋㅋㅋㅋㅋ ""나 무정자증이야!!!"" 라고 할때 얼굴 줌 되지 말라고 ㅋㅋㅋㅋㅋㅋㅋㅋ 와중에 장모님이 왜 그럴까 드라마 방송국 TBM 임 ㅋㅋㅋㅋㅋ TVN이랑 발음 젤 비슷한 TBM ㅋㅋㅋㅋㅋㅋㅋㅋ"
11101,처가부모님께 아버지를 얼마나 사랑하는 가를 보여드려야지.. ㅎㅎ
11102,저녁 7시20분 드라마로 딱이군
11103,98년생에 마르코라니 설지환 너란 배우 진짜 빠질 수 밖에 없다. 이재욱에 빠진다
11104,"어하루 정주행 하다가 검블유까지 ,,, 이번엔 이거다 학점 포기하고 이재욱 당신을 선택하겠어,,,,,,,"
11105,"내 친구가 이재욱이랑 같은 연기학원 다녔었다는데 그당시 이재욱 진짜 인성 갑이다는 후문이,,(수근수근)"
11106,3:38 인정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11107,이 망나니 캐릭터 연기가 백경 캐스팅에 한몫 했을 거라는 데 한표건다
11108,이거 드라마 만들어주면 안되나ㅜㅜ
11109,이거 누가 실제로 안 만들어주나 ㅋㅋㅋㅋㅋㅋㅋㅋ
11110,사위 추울까봐 미역목도리 둘러주는 장모님
11111,ㅋㅋㅋㅋㅋㅋ어하루 백경보다가 나 어쩌다 여기까지 와버렸냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좀만 있음 나 이재욱 입덕갈듯ㅋㅋㅋㅋ
11112,이 영상 주기적으로 봐야됨 나 거이20번봄
11113,Şu ikisine yeni dizi gelse bee
11114,I want that BGM so bad.. hahaha... can I get it somewhere?
11115,설지환 개져아ㅠㅠㅠㅠㅠㅠㅠㅜㅜ
11116,"Dont lie , we all watch kdrama like her"
11117,개인적으로 이집 잘하네 킬포
11118,이다희 실제로 욕도 잘 못하던뎈ㅋㅋㅋㅋㅋㅋ
11119,백경 연기 넘 잘하는거 아녀?
11120,아내의 유혹 맞먹는 막장 드라마네 ㅋㅋㅋ
11121,차현 주접 모음이네ㅠㅠ 귀여워ㅠㅠ 마치 검블유를 보는 나 같네
11122,내배우가 옆에있으면 진짜 기절하겠다
11123,21년 2월 25일에 봐도 너무 재미따.
11124,아닡ㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋ미역을 왜 뜯고 맛보고 즐기는뎈ㅋㅋㅋㅋㅋㅋㅋ
11125,4:50 커피 프린스 1호점 대사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11126,이재욱 분명히 나랑 동갑인데  왜 이다희랑 잘어울리냐....? 그리고 김혜윤이랑도 잘어울려 ㅋㅋㅋㅋㅋㅋㅠㅠㅜ
11127,장모님이 왜 그럴까가 재미있는 이유는 극전개가 30분안에 일일드라마 한 작품이 끝날 기세로 진행되서인가 아닌 차현이 보고있어서인가.
11128,장모님이 왜그럴까 메이킹도 풀어주세요~~~제바알~~!
11129,이와중에 대사 ㅋㅋㅋ 갱단의 총에 맞..ㅋㅋㅋㅋㅋㅋ
11130,미역 참 찰지다ㅋㅋㅋ
11131,0:14 미역으로 싸데기 맞는것도웃긴데 그걸왜먹어ㅋㅋㅋㅋㅋ
11132,임신한 배도 대충 쿠션 넣고 임신한 연기햌ㅋㅋㅋㅋㅋㅋ 개티나 ㅜㅜㅋㅋ 드라마 개웃기넼ㅋㅋ
11133,여기 구수한 막장중의 막장. 여러 막장을 섞은 개막장이 있다고 해서 찾아왔습니다.
11134,이 드라마는 인생드라마입니다
11135,이걸 영상으로 만드넼ㅋㅋㅋㅋㅋㅋㅋ 아이디어 짱짱(♡-♡b)
11136,죽은 이유도 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋ 갱단에 총을 왜 맞아 총기 소유가 금지인 이 나라에서 갑자기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11137,4:24 지금 내가 육성으로 소리 낸 줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11138,ㄴ ㅏ 무정자증이야아!!!!!!!!!!!!! 이거 볼 때마다 찰져서 웃겨요
11139,4:30 나는 사실... 서른세살이 아니라 예순 세살이야! 이거 대사 너무 웃김ㅋㅋㅋ큨ㅋㅋㅋㅋㅋㅋ예순세살ㅋㅋㅋㅋㅋㅌㅌ
11140,왤케 잼있는거야
11141,순옥킴 작가님 영감을 얻어주세요!!!!!
11142,어제까진 살아있었잖아 이 미친 드라마야!!!!!!!!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11143,킬링포인트당♡
11144,검블유 정말 작가필력이 원수인 작품..그 핫한 포털 소재를 저렇게 밖에 못풀어..소재가 아깝다.
11145,너무 무근본 개막장이라 웃기다곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11146,음악이 아주~~~이와중에 무정자증이야 하는데 목소리가 너무좋음
11147,"이재욱님 찐배우인게
20대였다..30대였다...고등학생이었다
근데...어색함이 1도 없음!!!!!"
11148,아니 이게 뭥ㅇ예요 설명 좀 해주세요ㅠㅠㅠㅠ 장모님이 왜그럴까뭐예요아니 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭔 드라마죠 이쟁구 뭐 하는 사람이야..?? 막장막장이런막장이
11149,뻔한 내용에 막장에 말도 안된다고 욕이 나오지만 재밌어!!. .  점한개로 다른사람이되는 판타지 헤리포터급 이지만 재밌어. .
11150,환혼 20부보고 이다희처럼 소리쳤다고 아까까지 살아아있었잖아 이 미친드라마야  살아와서 다행
11151,"어제까지 살아있었잖아 이미친드라마야!!!!
ㅅㅂㅋㄱㅋㅋㅋㄱㅋㄱㅋㅋㅋㄱㄷㅋㅋㅋㅋㄷㅋㅋㄷㅋㅋㅋㅋㅋㄷㅋㄷㅋㅋㄷㅋㄷㅋㄷㅋㄷㅋㄷㅋㅋㄷㅋㅋㅋㄷㅋㅋㄷㅋㄷㅋㄷㅋㄷㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋ"
11152,존잼각이야 이 드라마..
11153,"머리까고 나쁜인상 머리내리고 착한인상ㅠㅠ
머리하나만으로 이미지변신이...눈빛이변해♡"
11154,썸네일만 봐도 웃기다
11155,나 이거 왜 또 보지 봤는데 또 보고 또 봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11156,장모님이 왜 그럴까 7시대 일일드라마로 보고싶다
11157,진짜 댓글보고 이재욱98년생인거 너무 충격이다.....확인해보러 가봄.. 이것도 막장이다가 나이에 충격먹고간닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅠㅠ
11158,웃긴것  나중에  장모님이  진짜 장모님이였다는것 ㅋㅌ
11159,4:25 ㄹㅇ 너무 재밌다
11160,아니 뭔 드라마가 기승전결이 없고 전전전전이얔ㅋㅋㅋㅋ
11161,아니ㅋㅋㅋㅋㅋㅋㅋㅋㅋ헐ㄹㄹㄹ키쓰! 둘이 키쓰! 헐 키쓰키쓰키쓰 이라는게 개웃기네ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11162,"진짜 욕먹을거 각오하고

막장 끝판왕 드라마 하나쯤은 만들면 안되나ㅋ"
11163,미친 이 드라마 왜 안봤을까 대가리깬다 ㅠ
11164,전내 웃긴데 이 와중에 장모님 역할한 여자 배우 예쁘네.
11165,주기적으로 이 영상 봐야해
11166,ㅋㅋㅋㅋ 드라마 속 드라마가 더 재미있네
11167,4:05 카메라무빙 깡인줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11168,난 저 마카오에서 깽단의 총을 맞았다는 대사 톤이 너무 웃긴데.. 나만그런가
11169,딱 이컨셉이 어하루아니냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11170,대한민국 역대급 막장드라마
11171,차현 낮에는 진짜 커리어우먼인데 아침에 출근전에 저거보면서 바보됨ㅋ
11172,1억별이 얼마나 막장의 아이콘이었으면..
11173,이게 제일 재밌움 ㅌㅋㅋㅋㅋㅋㅋㅋ
11174,누가 작가님한테 라이센스 얻어서 카카오 페이지에 연재해라...
11175,나 왜 이가 주기적으로 보러오지... 진짜 마약갘은 영상이야 너무 재밌어!!
11176,"""씨없는수박인게 자랑이야??!!!!""가 빠졌네..."
11177,장모님이 뭐 저리 이뻐
11178,예순세살ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11179,난 백경도 좋지만 설지환이 더 좋아 ㅠㅠㅠㅠ
11180,어느 병원인지 알고싶닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ63살을 어떻게 저렇게 만들어주냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11181,"0:10  미역목도리  ㅋㅋㅋ
0:16   미역먹방 ㅋㅋ
0:19   음~이집잘하네~
ㅋㅋㅋㅋㅋㅋㅋㅋ근데 이다희 왤케 연기잘하냐곸ㅋㅋㅋㅋ"
11182,"어머 우리이제 그만봐요 할때 나만 설렜냐...
아니 드라마 좋아하다 드라마나오는 배우랑 친구된거면...."
11183,04:40 외계인 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11184,the drama is so interesting
11185,이때부터 백경의 느낌이 ㅋㅋㅋㅋㅋㅋ
11186,이 집 잘하네 ㅋㅋㅋㅋㅋㅋㅋㅋ
11187,She slap him with seaweed? That is on another level
11188,김치싸다구 다른 버전인가ㅋㅋㅋㅋㄱㅋㄱ 미역 찰지게 감기네요 ㅋㅋㅋㅋㅋㅋㄲㅋㅋㄱ
11189,"설마 이걸보고.. 헬스장 가는게 부럽고
마스크 안쓰고 런닝하는게 부러울줄이야"
11190,추울땐 역시 미역 목도리 ㅋㅋㅋ
11191,이다희는 왜이렇게 돈많은 배역이 잘어울리지
11192,존나웃기넼ㅋ
11193,"와 저 어린 나이에 역시 스펙트럼보소ㅋㅋㅋㅋㅋ
다희온니도 귀여워 죽겠네 아주ㅋㅋㅋㅋㅋ
둘이 현실에서 사겼으먄..."
11194,와 제대로 B급!!  시나리오에 연기까지!!  최~~고^^
11195,ㅋㅋㅋㅋㅋㅋㅋ 미역 뜯는거 엄청 맛있게 뜯네
11196,당신이 장모님이던 외계인이던 상관없어 이거 커피 프린스잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11197,아놔 이 브금 땜에 이거 계속 보고싶다
11198,Amei esse Dorama e esses dois são fofos demais. 
11199,I cannot stop laughing out loud at the seaweed slap
11200,이다희 마지막에 표정 겁나웃곀ㅋㅋ
11201,i know he gonna make it big !! he already on the right track.. keep supporting Lee Jae Wook works guys !
11202,이거 드라마로 나오면 시청률 대박일듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11203,This scene is so funny! 
11204,나 무정자증이야~ 할때마다 빵 터진다~ 진짜 너무 웃겨
11205,ㄹㅇ 어쩔때보면 장모님이 왜그럴까가 더 재밌을때가 있음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11206,가끔은 이런 병맛에 개막장드라마도 볼만하지. 개콘보다 더 빵터질때가 있다니까.
11207,이다희씨는 진짜 무슨 연기를 하던 진짜 잘 어울리네요. 멋지다!!
11208,4:24 이다희 반응 웃기다 ㅋㅋㅋㅋㅋㅋ 너무 현실반응ㄴㅋㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ
11209,"역시 드라마는
아침드라마지 엌ㅋㅋㅋ
막장 속 막장ㅋㅋㅋㅋㅋㅋㅋ"
11210,진짜 설지환 캐릭터 찰떡이다 증말
11211,ㅋㅋㅋㅋㅋ이다희 막장보고 너무 좋아하는거 완전 공감
11212,"어제까지 살아있었잖아 이 미친 드라마야
에서 무릎 탁 침ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ리얼 현실반응이다"
11213,이재욱 연기 진짜잘한닼ㅋㅋㅋㅋ 와우ㅠㅠ
11214,미역 씹어먹는거 진짜웃기다ㅋㅋㅋㅋ
11215,This is hilarious 
11216,여자 반응이 넘 웃기네 ㅋㅋㅋ '또라이 아냐 헐 너무 재밌어!!'
11217,ㅇㄴ 차현반응 개귀여워ㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠ
11218,설지환 정말 어린데 연기 왜이렇게 잘해 ㅜㅜ
11219,넘 유명해져서 슬프지만 티비에 자주 나와서 좋다 ......
11220,Such a versatile actor ️
11221,이거 너무 재미있어서 계속보는중 ㅎㅎ
11222,무정자증이야아아아 라니ㅋㅋㅋㅋ  개웃곀ㅋㅋㅋㅋㅋㅋ
11223,이거 왜 자꾸 보러오게되는거지..? 마성의 영상 ㅠㅠ진짜 이재욱막장아침드라마 나오면 인기개쩔듯
11224,이거 너무 재밌음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11225,차현ㅋㅋ 물 뿜는 거 개찰지넼ㅋㅋ
11226,아. 중독되어서 매일봅니다. 장모님이 왜 그럴까 시즌2 언제 나와요>?
11227,연기 왜 이렇게 잘하냐ㅋㅋㅋ
11228,장모님이 왜 그럴까 덕분에 이재욱 배우님의 백경 너무너무 기대중이에요ㅠㅠㅠ
11229,진짜 어디까지 가나 했다 이 드라마 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 예순 세살 진짜 ㅠㅠ 미쳐
11230,이거 브금이 너무 찰떡이여서 웃겨ㅋㅋㅋㅋ
11231,ㅎㅎㅎㅎ 나도 이 영상때문에 검블유 시작했음 ㅋㅋ 이재욱 배우님 좋아하게 됐음
11232,장모님이 왜그럴까 드라마화가 시급합니닷!
11233,작가가 막장쪽에 재능이 있네 ㅋㅋㅋ
11234,Oh god!the plot twists...
11235,이 배우 진짜 설지환인지 궁금해서 찾아본 1인...ㅋㅋㅋ 소속사 계약했다고... 현빈 있는데 하길래 찾아보니 정말 현빈 있는 소속사 배우였더라구요 이분..ㅋㅋㅋㅋ 앞으로 좋은 작품에서 더 많이 보길!!
11236,처음에 미역맡은배우랑 럽라라길래 이게 무슨조합인가 싶었는데 설지환 캐릭터 너무 좋았음ㅠㅠㅜㅜㅜ
11237,진짜 이 영상은 영원할거야~ㅋㄱㅋ ㅋㄱㅋㅋㅋ
11238,진짜 삐지엠만 들어도 웃김 ㅠ
11239,"2:58 나 무정자증이야!!!! 
ㅋㅋㅋㅋㅋ개웃기네"
11240,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ장모님이 왜 그럴까 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ
11241,이 집 잘하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨
11242,장모님이 어ㅑ 그럴까 재밌는듯 ㅋㅋㅋㅋㅠㅠ
11243,너무 재밌어ㅋㅋ
11244,4:25 존나 웃곀ㅋㅋㅋㅋ반응ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 재밌다..ㅇㅁㅇ...
11245,연기 ㅋㅋㅋㅋㅋㅋ겁나잘해
11246,너무 재밌닼ㅋㅋㅋㅋㅋㅇㅈㄹㅋㅋㅋㅋ 기여워
11247,이다희 얼굴도 너무 재밌다 미친 사람이 저렇게 예쁜 게 말이 돼?
11248,I’m dying I love this
11249,이재욱 배우님 이번 영화 장사리에 나오셨던데 나오자마자 바로 알아봤어요 ㅜㅜㅜ
11250,모아두니까 진짜잼있네 ㅋ ㅋ
11251,예순세살 미쳤나봄ㅋㅋㅋㅋㅋㅋㅋㅋ
11252,미역을 왜 먹는거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11253,ㅋㅋㅋㄱㅋ이것만을 기다렸습니다만.....관리자님 열일하시네요ㅜㅠ
11254,Best. Scene. Ever.
11255,Legendary Kimchi slap to the freaking powerful sea weed slap lol
11256,I actually want to watch the drama she’s watching
11257,어제까지 살아있던 미친드라마 장모님이 왜그럴까를 통해 검블유를 알았습니다. 앞으로 재밌게 볼게요.
11258,얼굴 미쳤고 피지컬 미쳤고 목소리 돌았고 연기는 오졌고 진짜 부족한게 없다 사랑합니다 엉엉ㅠㅠㅠ
11259,장모님이 왜 그럴까도 재밌는데 차현반응도 겁나 재미쎀ㅋㅋㅋㅋㄱㅋ
11260,한 번에 드라마 두개 쓰신 작가님도 대단하시네.....
11261,막장으로 치닫는 노래가 너무 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11262,작가님 약간 '이런 드라마 언제 쓰겠어ㅠ' 이런 마인드로 열심히 쓰신 것 같은뎈ㅋㅋㅋㅋㅋ
11263,Yah!!!! Baek kyung!!!! What are you doing there?!
11264,장모님은 애그럴까 따로 미니시리즈 해주셔요 !!!!!!쓰레기연기 넘 잘해 섹시해!!!!!
11265,"검블유 보기전에 이것부터 봤는데
이거 진짜 연속극같다.."
11266,5:14 It was definitely me when there was a kiss scene in the movie
11267,"이거보고 검블유 보기 사작했어욬ㅋ 
명작이더라구여"
11268,미틴.. 내가 5:23초동안 대체 멀본거야......... 이런 드라마가 진짜 있다구..막장수준 너무 격하네.
11269,브금 졸라 격정적이야ㅋㅋㄱㅋㅋㄱㅋ 브금만 들어도 벌써 복수하려고 점찍었다구요!!!!!!!!!!!!
11270,드라마 잘만드는 나라에서 사는법 ㅋㅋㅋㅋㅋ
11271,4:24 ㅋㅋㅋㅋㅋㅋ차현 반응ㅋㅋㅋㅋ
11272,너무 재밌어! 신선해!!! 장모님이 왜 그럴까!!!!!
11273,막타 표정이ㅋㅋㅋㅋ
11274,이재욱 98년생인데..배역이 찰떡이야...
11275,"이 설배우가 알함브라 나쁜놈이었다뉘
근데 배우 진짜이름보다 설지환이 더 기억남 ㅋ 설배우 흥해라~"
11276,"이집잘하넼ㅋㅋㅋㅋㅋㅋ 생미역인데 완전????
.
.
.
근데 이거 장모님이 왜그럴까! 이거 따로 영상 나왔으면 좋겠다...재밌어보임 ㅠ"
11277,어쩌다 발견한 하루에서 백경 보고 여기까지 왔닼ㅋㅋㅋㅋ
11278,"아침드라마의 특징
내용은 막장인데
연기자들은 연기의신들만 모여있늠"
11279,이 집 잘하넼ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅅㅋ큐ㅠㅠㅜㅋㅋㅋㅋ쿸ㅋㅋ쿸ㅋ 하 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그게 미역 맞고나서 할 소리야 ? ? 큐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 대사가 존나 욹기네ㅋㅋㅋ .ㅋㅋㅋㅋㅋㅋㅍㅋㅍㅋ아핰ㅋㅋㅋㅋㅋ 이집 잘하네..ㅋㅌㅌㅌㅋ후
11280,노래 진짜 ㅋㅋㅋㅋㅋ 막장에 나와야할 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 노래
11281,드라마에서 무덤앞에 있을 때 임신한 여자분 배 뭔뎈ㅋㅋㅋㅋㅋ대충 옷넣어논건가ㅋㅋㅋㅋㅋ
11282,아나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 맞은 미역은 왜 먹냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11283,I laugh everytime the exciting background music comes on hhahhahaa
11284,드라마 속에 드라마ㅋㅋㅋㅋㅋㅋ
11285,드라마 할때 만 21살이였는데 연기를 뭐저렇게잘햌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ미역먹는거 왜케찰져
11286,4:47 아는 사람한테만 보이는 커피프린스 최한결 전설의 대사 패러디...
11287,"02:46 THESE ANGLES, AAAHAHAHHAHAHA I AM CRYYYYING"
11288,After kimchi slap we now have seaweed slap
11289,완벽한 액자식 구성!!!!!!!!!@@@
11290,"아니 이걸 진짜 모아준다고 ? ㅋㅋㅋㄹㅋㅋ 
직원 파이팅 ,,  난 당신을 응원해 ,,"
11291,아니 드라마는 안봤는데 이 아침드라마만 몇번보냐 ㅋㅋㅋㅋㅋㅋ
11292,전용 브금땜에 더웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11293,저 장모님 사위가 미역을 먹으니까 순간 웃겨서 움찔하시는거 같은데
11294,2:02 Temptation of Wife reference 
11295,이건 봐도 봐도 재밌어
11296,Ki young what are you doing here 
11297,5:03 나만 이부분 설레냐..
11298,0:17 미역맛집ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미역 왜 먹어ㅋㅋㅋㅋㅋㅋㅋㄱㄲㅋㅋ 김치싸대기에 이은 미역싸대기...
11299,ㄴㅋㅋㅋㅋㅋㅋㅋㅋ드라마 안에 드라마내용이 더 흥미롭넼ㅋㅋ
11300,장모님이 왜그럴까 메이킹영상 없을까요 ㅋㅋㅋ
11301,"뭐? 누가 죽어? 

죽긴 누가 죽어? 어제까진 살아있었잖아 이 미친 드라마야!!!

......너무 재밌다."
11302,"설지환 ♡♡♡♡ 백경 ♡♡♡♡
이재욱님 개사랑해요 ㅠㅠ 존잘 ㅐㅐ
어하루 정주행 각임 ㄹㅇ♡"
11303,"이다희가 빡쳐서 운전대 때리는데
옆에서 자던 우리 집 고양이가 놀랬네.."
11304,막장ㅋㅋㅋㅋㅋ
11305,hahahaha I can just laughhhh
11306,전설의 나 무정자증이야 ㅋㅋㅋㅋ
11307,저 정도로 수술하면 장모님 죽을 것 같은데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11308,"How can he even looks like this, he is 98line tho "
11309,마지막ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11310,"이 드라마 본방사수 했으면 백경보러 촬영장 달려갔을텐데..... ㅈㄴ 아쉽다.....
계명대 안갈걸 백경못봤다는 이유로 ㅈㄴ 후회했음"
11311,3:38 펜트하우스를 보고있는 지금 내 심정
11312,엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 진촤 무정자증밖에 생각 안남ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11313,검블유도 좋은데 저 드라마가 더 궁금해ㅋㅋㅋㅋㄱㅋㅋㄱㅋ
11314,3:56 어설프게 배나온것도 설정이냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11315,그래....이재욱 당신은 이때부터 백경 예열중이었던거였어....역싀 당신은 준비성까지 perfect...
11316,진짜 이재욱 보면 즈아꾸랑 무정자증 밖에 생각안남ㅋㅋㅋㅋ
11317,저게 뭐야 ㅌㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ백경아 ㅠㅠㅠㅠㅠㅠㅠㅠ
11318,MELHOR DORAMA AAAHHH SAUDADES!
11319,Every Lee dahee scene in this really entertaining 
11320,아.. 진짜 개막장ㅋㅋ 막장이 되는 과정을 하나씩 보여주는 게 대박ㅋㅋ
11321,설지환님 연기 진짜 잘한다 ㅋㅋㅋㅋㅋㅋ
11322,설지환 연기 진짜 대박이다 ㅋㅋㅋㅋㅋ
11323,차현 최소 리액션 장인ㅋㅋ
11324,ㅋㅋㅋㅋ설지환 왜케 연기 잘해 ㅋㅋㅋㅋㅋㅋ
11325,Hay me gusta mucho esta pareja  los amo se ven bien juntos 🇰🇷
11326,차현 드라마 마지막에 극대노하는거 너무웃곀ㅋㅋㅋㅋㅋㄲㅋㅋㅋ
11327,장모님 연기 너무 잘하심ㅋㅋㅋㅋㅋㅋㅋㅋ
11328,아 정말 장모님이 왜그럴까 진짜 막장 매력 쩐다 ㅋㅋㅋㅋㅋㅋ 아침에 하면 본방사수할 각
